timestamp_local,timestamp_utc,open,high,low,close,volume,average,bar_count
2026-07-10T09:30:00+08:00,2026-07-10T01:30:00+00:00,472.8,473.6,468.4,469.0,1718300.0,470.95,719
2026-07-10T09:31:00+08:00,2026-07-10T01:31:00+00:00,468.8,468.8,466.2,467.8,673900.0,467.53,352
2026-07-10T09:32:00+08:00,2026-07-10T01:32:00+00:00,467.8,467.8,466.2,466.4,348400.0,466.7,275
2026-07-10T09:33:00+08:00,2026-07-10T01:33:00+00:00,466.4,467.6,465.8,466.6,444600.0,466.48,347
2026-07-10T09:34:00+08:00,2026-07-10T01:34:00+00:00,466.6,468.4,465.2,465.6,346800.0,466.56,255
2026-07-10T09:35:00+08:00,2026-07-10T01:35:00+00:00,465.4,466.4,464.4,464.6,468900.0,465.48,288
2026-07-10T09:36:00+08:00,2026-07-10T01:36:00+00:00,464.6,465.0,461.6,462.0,909500.0,462.46,594
2026-07-10T09:37:00+08:00,2026-07-10T01:37:00+00:00,462.2,463.6,462.0,462.8,411900.0,462.81,525
2026-07-10T09:38:00+08:00,2026-07-10T01:38:00+00:00,462.8,465.0,462.8,464.0,295500.0,463.88,485
2026-07-10T09:39:00+08:00,2026-07-10T01:39:00+00:00,464.0,464.6,463.2,463.6,172200.0,463.87,336
2026-07-10T09:40:00+08:00,2026-07-10T01:40:00+00:00,463.4,464.8,463.2,464.4,221300.0,463.89,281
2026-07-10T09:41:00+08:00,2026-07-10T01:41:00+00:00,464.4,464.4,463.0,463.4,292200.0,463.58,241
2026-07-10T09:42:00+08:00,2026-07-10T01:42:00+00:00,463.6,464.2,462.6,462.6,218700.0,463.25,269
2026-07-10T09:43:00+08:00,2026-07-10T01:43:00+00:00,462.8,464.8,462.6,464.8,202700.0,463.85,245
2026-07-10T09:44:00+08:00,2026-07-10T01:44:00+00:00,464.6,464.8,463.0,463.2,134100.0,464.03,203
2026-07-10T09:45:00+08:00,2026-07-10T01:45:00+00:00,463.2,464.2,463.0,464.2,137600.0,463.51,196
2026-07-10T09:46:00+08:00,2026-07-10T01:46:00+00:00,464.2,466.2,464.0,466.0,231800.0,465.24,234
2026-07-10T09:47:00+08:00,2026-07-10T01:47:00+00:00,466.0,466.2,465.0,465.4,119500.0,465.56,168
2026-07-10T09:48:00+08:00,2026-07-10T01:48:00+00:00,465.4,467.0,464.2,466.2,198700.0,465.68,177
2026-07-10T09:49:00+08:00,2026-07-10T01:49:00+00:00,466.2,467.6,466.0,467.0,129800.0,467.01,183
2026-07-10T09:50:00+08:00,2026-07-10T01:50:00+00:00,467.2,467.2,466.6,466.6,110600.0,466.9,155
2026-07-10T09:51:00+08:00,2026-07-10T01:51:00+00:00,466.6,469.0,466.4,467.8,115300.0,467.78,134
2026-07-10T09:52:00+08:00,2026-07-10T01:52:00+00:00,467.8,469.6,467.8,469.4,144700.0,469.06,218
2026-07-10T09:53:00+08:00,2026-07-10T01:53:00+00:00,469.2,469.4,468.8,469.2,95600.0,469.14,147
2026-07-10T09:54:00+08:00,2026-07-10T01:54:00+00:00,469.4,471.2,469.4,471.0,178100.0,470.16,172
2026-07-10T09:55:00+08:00,2026-07-10T01:55:00+00:00,471.2,471.4,470.2,470.6,167000.0,470.77,213
2026-07-10T09:56:00+08:00,2026-07-10T01:56:00+00:00,470.8,472.8,470.6,472.8,183600.0,471.85,208
2026-07-10T09:57:00+08:00,2026-07-10T01:57:00+00:00,472.6,472.8,471.0,471.0,171600.0,471.9,184
2026-07-10T09:58:00+08:00,2026-07-10T01:58:00+00:00,471.0,471.2,468.2,468.2,145700.0,469.89,194
