timestamp_local,timestamp_utc,open,high,low,close,volume,average,bar_count
2026-07-10T09:30:00+08:00,2026-07-10T01:30:00+00:00,20.9,20.9,20.54,20.72,6000.0,20.729,7
2026-07-10T09:31:00+08:00,2026-07-10T01:31:00+00:00,20.5,20.58,20.26,20.26,53800.0,20.38,36
2026-07-10T09:32:00+08:00,2026-07-10T01:32:00+00:00,20.26,20.3,20.16,20.3,52200.0,20.246,20
2026-07-10T09:33:00+08:00,2026-07-10T01:33:00+00:00,20.3,20.34,20.3,20.34,9200.0,20.319,8
2026-07-10T09:34:00+08:00,2026-07-10T01:34:00+00:00,20.34,20.34,20.28,20.34,18800.0,20.295,11
2026-07-10T09:35:00+08:00,2026-07-10T01:35:00+00:00,20.34,20.38,20.28,20.3,23400.0,20.326,19
2026-07-10T09:36:00+08:00,2026-07-10T01:36:00+00:00,20.28,20.36,20.28,20.3,10200.0,20.307,12
2026-07-10T09:37:00+08:00,2026-07-10T01:37:00+00:00,20.3,20.3,20.2,20.2,33400.0,20.248,18
2026-07-10T09:38:00+08:00,2026-07-10T01:38:00+00:00,20.22,20.34,20.2,20.34,39600.0,20.261,23
2026-07-10T09:39:00+08:00,2026-07-10T01:39:00+00:00,20.4,20.4,20.24,20.24,4800.0,20.329,13
2026-07-10T09:40:00+08:00,2026-07-10T01:40:00+00:00,20.26,20.26,20.24,20.24,1800.0,20.249,6
2026-07-10T09:41:00+08:00,2026-07-10T01:41:00+00:00,20.24,20.28,20.2,20.2,12800.0,20.222,19
2026-07-10T09:42:00+08:00,2026-07-10T01:42:00+00:00,20.2,20.22,20.2,20.22,45200.0,20.201,10
2026-07-10T09:43:00+08:00,2026-07-10T01:43:00+00:00,20.22,20.3,20.2,20.28,75600.0,20.226,24
2026-07-10T09:44:00+08:00,2026-07-10T01:44:00+00:00,20.24,20.28,20.18,20.18,12000.0,20.22,16
2026-07-10T09:45:00+08:00,2026-07-10T01:45:00+00:00,20.18,20.2,20.16,20.2,10200.0,20.178,15
2026-07-10T09:46:00+08:00,2026-07-10T01:46:00+00:00,20.2,20.38,20.2,20.36,43000.0,20.275,19
2026-07-10T09:47:00+08:00,2026-07-10T01:47:00+00:00,20.36,20.42,20.36,20.38,23800.0,20.394,22
2026-07-10T09:48:00+08:00,2026-07-10T01:48:00+00:00,20.38,20.38,20.36,20.38,16200.0,20.379,17
2026-07-10T09:49:00+08:00,2026-07-10T01:49:00+00:00,20.36,20.44,20.36,20.44,5400.0,20.401,9
2026-07-10T09:50:00+08:00,2026-07-10T01:50:00+00:00,20.44,20.46,20.42,20.42,11600.0,20.447,14
2026-07-10T09:51:00+08:00,2026-07-10T01:51:00+00:00,20.4,20.58,20.4,20.54,13600.0,20.485,15
2026-07-10T09:52:00+08:00,2026-07-10T01:52:00+00:00,20.54,20.54,20.52,20.52,4800.0,20.538,8
2026-07-10T09:53:00+08:00,2026-07-10T01:53:00+00:00,20.54,20.56,20.52,20.52,29000.0,20.558,12
2026-07-10T09:54:00+08:00,2026-07-10T01:54:00+00:00,20.52,20.58,20.52,20.58,5400.0,20.564,5
2026-07-10T09:55:00+08:00,2026-07-10T01:55:00+00:00,20.58,20.58,20.56,20.58,3200.0,20.579,10
2026-07-10T09:56:00+08:00,2026-07-10T01:56:00+00:00,20.58,20.7,20.58,20.68,54600.0,20.597,15
2026-07-10T09:57:00+08:00,2026-07-10T01:57:00+00:00,20.68,20.7,20.68,20.68,4400.0,20.691,9
2026-07-10T09:58:00+08:00,2026-07-10T01:58:00+00:00,20.7,20.7,20.62,20.62,8400.0,20.673,13
2026-07-10T09:59:00+08:00,2026-07-10T01:59:00+00:00,20.66,20.66,20.64,20.64,4000.0,20.65,8
2026-07-10T10:00:00+08:00,2026-07-10T02:00:00+00:00,20.62,20.68,20.6,20.68,12400.0,20.635,9
2026-07-10T10:01:00+08:00,2026-07-10T02:01:00+00:00,20.62,20.66,20.62,20.62,7800.0,20.63,6
2026-07-10T10:02:00+08:00,2026-07-10T02:02:00+00:00,20.62,20.62,20.6,20.6,2000.0,20.618,4
2026-07-10T10:03:00+08:00,2026-07-10T02:03:00+00:00,20.6,20.6,20.58,20.58,4400.0,20.595,8
2026-07-10T10:04:00+08:00,2026-07-10T02:04:00+00:00,20.62,20.68,20.6,20.68,7600.0,20.635,9
2026-07-10T10:05:00+08:00,2026-07-10T02:05:00+00:00,20.68,20.7,20.64,20.64,27200.0,20.667,15
2026-07-10T10:06:00+08:00,2026-07-10T02:06:00+00:00,20.64,20.68,20.62,20.62,6800.0,20.642,5
2026-07-10T10:07:00+08:00,2026-07-10T02:07:00+00:00,20.68,20.72,20.68,20.72,18600.0,20.69,6
2026-07-10T10:08:00+08:00,2026-07-10T02:08:00+00:00,20.72,20.72,20.7,20.7,1600.0,20.715,4
2026-07-10T10:09:00+08:00,2026-07-10T02:09:00+00:00,20.72,20.72,20.7,20.7,1400.0,20.717,3
2026-07-10T10:10:00+08:00,2026-07-10T02:10:00+00:00,20.68,20.7,20.66,20.66,15200.0,20.684,9
2026-07-10T10:11:00+08:00,2026-07-10T02:11:00+00:00,20.7,20.78,20.7,20.78,116400.0,20.723,23
2026-07-10T10:12:00+08:00,2026-07-10T02:12:00+00:00,20.8,20.84,20.8,20.82,17400.0,20.819,17
2026-07-10T10:13:00+08:00,2026-07-10T02:13:00+00:00,20.86,20.9,20.84,20.9,44200.0,20.867,18
2026-07-10T10:14:00+08:00,2026-07-10T02:14:00+00:00,20.9,20.9,20.88,20.9,4800.0,20.896,5
2026-07-10T10:15:00+08:00,2026-07-10T02:15:00+00:00,20.88,20.9,20.84,20.84,6600.0,20.864,5
2026-07-10T10:16:00+08:00,2026-07-10T02:16:00+00:00,20.86,20.92,20.86,20.88,47400.0,20.887,14
2026-07-10T10:17:00+08:00,2026-07-10T02:17:00+00:00,20.88,20.88,20.84,20.84,4800.0,20.85,3
2026-07-10T10:18:00+08:00,2026-07-10T02:18:00+00:00,20.84,20.88,20.82,20.88,19400.0,20.85,9
2026-07-10T10:19:00+08:00,2026-07-10T02:19:00+00:00,20.9,20.94,20.86,20.94,10800.0,20.935,8
2026-07-10T10:20:00+08:00,2026-07-10T02:20:00+00:00,20.96,21.0,20.96,20.98,5800.0,20.98,7
2026-07-10T10:21:00+08:00,2026-07-10T02:21:00+00:00,20.98,20.98,20.98,20.98,9000.0,20.98,4
2026-07-10T10:22:00+08:00,2026-07-10T02:22:00+00:00,20.96,20.96,20.92,20.94,23000.0,20.934,9
2026-07-10T10:23:00+08:00,2026-07-10T02:23:00+00:00,20.86,20.88,20.86,20.88,1600.0,20.863,2
2026-07-10T10:24:00+08:00,2026-07-10T02:24:00+00:00,20.92,20.94,20.88,20.88,4800.0,20.909,8
2026-07-10T10:25:00+08:00,2026-07-10T02:25:00+00:00,20.9,20.96,20.9,20.94,16600.0,20.932,9
2026-07-10T10:26:00+08:00,2026-07-10T02:26:00+00:00,20.96,21.0,20.96,21.0,6400.0,20.968,8
2026-07-10T10:27:00+08:00,2026-07-10T02:27:00+00:00,21.0,21.0,20.98,20.98,16800.0,20.995,6
2026-07-10T10:28:00+08:00,2026-07-10T02:28:00+00:00,20.96,20.96,20.94,20.94,4800.0,20.954,6
2026-07-10T10:29:00+08:00,2026-07-10T02:29:00+00:00,20.92,20.92,20.86,20.88,36000.0,20.871,15
2026-07-10T10:30:00+08:00,2026-07-10T02:30:00+00:00,20.92,20.94,20.92,20.94,2600.0,20.925,6
2026-07-10T10:31:00+08:00,2026-07-10T02:31:00+00:00,20.92,20.92,20.9,20.92,4000.0,20.915,5
2026-07-10T10:32:00+08:00,2026-07-10T02:32:00+00:00,20.94,20.98,20.94,20.98,16000.0,20.959,6
2026-07-10T10:33:00+08:00,2026-07-10T02:33:00+00:00,21.0,21.02,20.98,20.98,10400.0,21.0,5
2026-07-10T10:34:00+08:00,2026-07-10T02:34:00+00:00,21.0,21.0,20.94,20.94,4000.0,20.971,6
2026-07-10T10:35:00+08:00,2026-07-10T02:35:00+00:00,20.94,20.96,20.94,20.96,19400.0,20.952,8
2026-07-10T10:36:00+08:00,2026-07-10T02:36:00+00:00,20.96,20.96,20.96,20.96,0.0,20.96,0
2026-07-10T10:37:00+08:00,2026-07-10T02:37:00+00:00,20.96,20.96,20.94,20.94,1800.0,20.953,3
2026-07-10T10:38:00+08:00,2026-07-10T02:38:00+00:00,20.96,20.96,20.96,20.96,1400.0,20.96,2
2026-07-10T10:39:00+08:00,2026-07-10T02:39:00+00:00,20.96,20.96,20.94,20.94,2600.0,20.958,4
2026-07-10T10:40:00+08:00,2026-07-10T02:40:00+00:00,20.94,20.96,20.86,20.96,18800.0,20.916,14
2026-07-10T10:41:00+08:00,2026-07-10T02:41:00+00:00,20.92,20.92,20.92,20.92,200.0,20.92,1
2026-07-10T10:42:00+08:00,2026-07-10T02:42:00+00:00,20.94,20.96,20.94,20.96,6600.0,20.942,4
2026-07-10T10:43:00+08:00,2026-07-10T02:43:00+00:00,20.94,20.94,20.92,20.92,800.0,20.93,3
2026-07-10T10:44:00+08:00,2026-07-10T02:44:00+00:00,20.92,20.92,20.88,20.88,3600.0,20.906,3
2026-07-10T10:45:00+08:00,2026-07-10T02:45:00+00:00,20.9,20.92,20.9,20.9,5800.0,20.906,6
2026-07-10T10:46:00+08:00,2026-07-10T02:46:00+00:00,20.92,20.92,20.9,20.9,1400.0,20.906,2
2026-07-10T10:47:00+08:00,2026-07-10T02:47:00+00:00,20.92,20.96,20.92,20.96,14200.0,20.932,6
