timestamp_local,timestamp_utc,open,high,low,close,volume,average,bar_count
2026-07-10T09:30:00+08:00,2026-07-10T01:30:00+00:00,1.56,1.57,1.54,1.55,1120000.0,1.552,28
2026-07-10T09:31:00+08:00,2026-07-10T01:31:00+00:00,1.54,1.55,1.52,1.53,920000.0,1.531,22
2026-07-10T09:32:00+08:00,2026-07-10T01:32:00+00:00,1.52,1.53,1.52,1.53,684000.0,1.522,18
2026-07-10T09:33:00+08:00,2026-07-10T01:33:00+00:00,1.53,1.53,1.52,1.53,804000.0,1.527,21
2026-07-10T09:34:00+08:00,2026-07-10T01:34:00+00:00,1.53,1.54,1.53,1.53,180000.0,1.5315,17
2026-07-10T09:35:00+08:00,2026-07-10T01:35:00+00:00,1.53,1.54,1.53,1.53,640000.0,1.533,14
2026-07-10T09:36:00+08:00,2026-07-10T01:36:00+00:00,1.53,1.53,1.53,1.53,388000.0,1.53,8
2026-07-10T09:37:00+08:00,2026-07-10T01:37:00+00:00,1.53,1.53,1.52,1.53,360000.0,1.53,16
2026-07-10T09:38:00+08:00,2026-07-10T01:38:00+00:00,1.52,1.54,1.52,1.54,684000.0,1.5365,15
2026-07-10T09:39:00+08:00,2026-07-10T01:39:00+00:00,1.54,1.55,1.53,1.55,400000.0,1.5385,15
2026-07-10T09:40:00+08:00,2026-07-10T01:40:00+00:00,1.55,1.55,1.55,1.55,808000.0,1.55,12
2026-07-10T09:41:00+08:00,2026-07-10T01:41:00+00:00,1.55,1.56,1.54,1.54,2076000.0,1.552,23
2026-07-10T09:42:00+08:00,2026-07-10T01:42:00+00:00,1.55,1.56,1.54,1.55,688000.0,1.551,8
2026-07-10T09:43:00+08:00,2026-07-10T01:43:00+00:00,1.56,1.56,1.55,1.56,876000.0,1.5535,9
2026-07-10T09:44:00+08:00,2026-07-10T01:44:00+00:00,1.56,1.56,1.55,1.55,88000.0,1.551,5
2026-07-10T09:45:00+08:00,2026-07-10T01:45:00+00:00,1.55,1.56,1.54,1.54,452000.0,1.5515,11
2026-07-10T09:46:00+08:00,2026-07-10T01:46:00+00:00,1.55,1.55,1.54,1.55,612000.0,1.549,19
2026-07-10T09:47:00+08:00,2026-07-10T01:47:00+00:00,1.55,1.55,1.55,1.55,0.0,1.55,0
2026-07-10T09:48:00+08:00,2026-07-10T01:48:00+00:00,1.56,1.56,1.56,1.56,96000.0,1.56,7
2026-07-10T09:49:00+08:00,2026-07-10T01:49:00+00:00,1.55,1.56,1.55,1.56,468000.0,1.558,15
2026-07-10T09:50:00+08:00,2026-07-10T01:50:00+00:00,1.56,1.56,1.55,1.56,268000.0,1.558,11
2026-07-10T09:51:00+08:00,2026-07-10T01:51:00+00:00,1.55,1.56,1.55,1.56,156000.0,1.5565,5
2026-07-10T09:52:00+08:00,2026-07-10T01:52:00+00:00,1.55,1.58,1.55,1.58,2368000.0,1.5695,18
2026-07-10T09:53:00+08:00,2026-07-10T01:53:00+00:00,1.58,1.58,1.57,1.58,1608000.0,1.58,17
2026-07-10T09:54:00+08:00,2026-07-10T01:54:00+00:00,1.59,1.61,1.58,1.61,9188000.0,1.5985,34
2026-07-10T09:55:00+08:00,2026-07-10T01:55:00+00:00,1.61,1.61,1.59,1.6,1288000.0,1.601,32
2026-07-10T09:56:00+08:00,2026-07-10T01:56:00+00:00,1.59,1.6,1.59,1.59,1576000.0,1.5905,20
2026-07-10T09:57:00+08:00,2026-07-10T01:57:00+00:00,1.59,1.59,1.58,1.59,780000.0,1.5895,21
2026-07-10T09:58:00+08:00,2026-07-10T01:58:00+00:00,1.58,1.59,1.58,1.59,1616000.0,1.581,19
2026-07-10T09:59:00+08:00,2026-07-10T01:59:00+00:00,1.58,1.59,1.58,1.59,580000.0,1.5865,14
2026-07-10T10:00:00+08:00,2026-07-10T02:00:00+00:00,1.58,1.6,1.58,1.6,5420000.0,1.5975,33
2026-07-10T10:01:00+08:00,2026-07-10T02:01:00+00:00,1.61,1.61,1.6,1.6,460000.0,1.605,18
2026-07-10T10:02:00+08:00,2026-07-10T02:02:00+00:00,1.6,1.61,1.6,1.61,560000.0,1.609,22
2026-07-10T10:03:00+08:00,2026-07-10T02:03:00+00:00,1.61,1.61,1.6,1.6,768000.0,1.609,17
2026-07-10T10:04:00+08:00,2026-07-10T02:04:00+00:00,1.61,1.61,1.6,1.6,1624000.0,1.602,21
2026-07-10T10:05:00+08:00,2026-07-10T02:05:00+00:00,1.6,1.6,1.59,1.59,112000.0,1.5955,9
2026-07-10T10:06:00+08:00,2026-07-10T02:06:00+00:00,1.59,1.6,1.59,1.59,100000.0,1.5935,10
2026-07-10T10:07:00+08:00,2026-07-10T02:07:00+00:00,1.59,1.59,1.59,1.59,592000.0,1.59,22
2026-07-10T10:08:00+08:00,2026-07-10T02:08:00+00:00,1.59,1.6,1.59,1.59,512000.0,1.591,7
2026-07-10T10:09:00+08:00,2026-07-10T02:09:00+00:00,1.59,1.6,1.58,1.59,316000.0,1.589,7
2026-07-10T10:10:00+08:00,2026-07-10T02:10:00+00:00,1.59,1.6,1.59,1.59,448000.0,1.5925,10
2026-07-10T10:11:00+08:00,2026-07-10T02:11:00+00:00,1.59,1.6,1.59,1.6,4184000.0,1.5995,16
2026-07-10T10:12:00+08:00,2026-07-10T02:12:00+00:00,1.6,1.61,1.6,1.61,884000.0,1.6065,18
2026-07-10T10:13:00+08:00,2026-07-10T02:13:00+00:00,1.61,1.61,1.6,1.6,372000.0,1.603,12
2026-07-10T10:14:00+08:00,2026-07-10T02:14:00+00:00,1.6,1.61,1.6,1.61,132000.0,1.6025,7
2026-07-10T10:15:00+08:00,2026-07-10T02:15:00+00:00,1.6,1.6,1.59,1.6,456000.0,1.5995,7
2026-07-10T10:16:00+08:00,2026-07-10T02:16:00+00:00,1.6,1.6,1.59,1.59,108000.0,1.5945,6
2026-07-10T10:17:00+08:00,2026-07-10T02:17:00+00:00,1.59,1.6,1.59,1.6,384000.0,1.595,11
2026-07-10T10:18:00+08:00,2026-07-10T02:18:00+00:00,1.6,1.6,1.59,1.59,728000.0,1.5905,7
2026-07-10T10:19:00+08:00,2026-07-10T02:19:00+00:00,1.58,1.59,1.58,1.59,168000.0,1.5805,5
2026-07-10T10:20:00+08:00,2026-07-10T02:20:00+00:00,1.58,1.59,1.58,1.59,136000.0,1.586,7
2026-07-10T10:21:00+08:00,2026-07-10T02:21:00+00:00,1.59,1.59,1.59,1.59,156000.0,1.59,5
2026-07-10T10:22:00+08:00,2026-07-10T02:22:00+00:00,1.59,1.59,1.58,1.59,40000.0,1.584,3
2026-07-10T10:23:00+08:00,2026-07-10T02:23:00+00:00,1.58,1.59,1.58,1.59,40000.0,1.582,3
2026-07-10T10:24:00+08:00,2026-07-10T02:24:00+00:00,1.58,1.59,1.58,1.58,136000.0,1.5805,6
2026-07-10T10:25:00+08:00,2026-07-10T02:25:00+00:00,1.58,1.58,1.58,1.58,164000.0,1.58,6
2026-07-10T10:26:00+08:00,2026-07-10T02:26:00+00:00,1.58,1.59,1.58,1.59,496000.0,1.582,6
2026-07-10T10:27:00+08:00,2026-07-10T02:27:00+00:00,1.58,1.58,1.57,1.58,1460000.0,1.5795,10
2026-07-10T10:28:00+08:00,2026-07-10T02:28:00+00:00,1.58,1.58,1.57,1.57,156000.0,1.578,9
2026-07-10T10:29:00+08:00,2026-07-10T02:29:00+00:00,1.58,1.58,1.57,1.58,136000.0,1.5795,6
2026-07-10T10:30:00+08:00,2026-07-10T02:30:00+00:00,1.58,1.58,1.57,1.57,116000.0,1.576,7
2026-07-10T10:31:00+08:00,2026-07-10T02:31:00+00:00,1.58,1.58,1.57,1.58,916000.0,1.5795,7
2026-07-10T10:32:00+08:00,2026-07-10T02:32:00+00:00,1.58,1.58,1.58,1.58,80000.0,1.58,3
2026-07-10T10:33:00+08:00,2026-07-10T02:33:00+00:00,1.57,1.57,1.57,1.57,64000.0,1.57,3
2026-07-10T10:34:00+08:00,2026-07-10T02:34:00+00:00,1.58,1.58,1.57,1.57,844000.0,1.5785,9
2026-07-10T10:35:00+08:00,2026-07-10T02:35:00+00:00,1.58,1.58,1.57,1.58,912000.0,1.5725,6
2026-07-10T10:36:00+08:00,2026-07-10T02:36:00+00:00,1.58,1.58,1.57,1.58,748000.0,1.5795,8
2026-07-10T10:37:00+08:00,2026-07-10T02:37:00+00:00,1.59,1.59,1.59,1.59,20000.0,1.59,3
2026-07-10T10:38:00+08:00,2026-07-10T02:38:00+00:00,1.59,1.59,1.58,1.59,800000.0,1.589,4
2026-07-10T10:39:00+08:00,2026-07-10T02:39:00+00:00,1.59,1.59,1.58,1.58,84000.0,1.5815,3
2026-07-10T10:40:00+08:00,2026-07-10T02:40:00+00:00,1.58,1.58,1.58,1.58,936000.0,1.58,3
2026-07-10T10:41:00+08:00,2026-07-10T02:41:00+00:00,1.58,1.58,1.58,1.58,20000.0,1.58,2
2026-07-10T10:42:00+08:00,2026-07-10T02:42:00+00:00,1.57,1.58,1.57,1.58,364000.0,1.58,2
2026-07-10T10:43:00+08:00,2026-07-10T02:43:00+00:00,1.58,1.58,1.58,1.58,8000.0,1.58,1
2026-07-10T10:44:00+08:00,2026-07-10T02:44:00+00:00,1.57,1.58,1.57,1.58,352000.0,1.5705,7
2026-07-10T10:45:00+08:00,2026-07-10T02:45:00+00:00,1.57,1.57,1.57,1.57,900000.0,1.57,5
2026-07-10T10:46:00+08:00,2026-07-10T02:46:00+00:00,1.57,1.57,1.56,1.56,644000.0,1.5675,8
2026-07-10T10:47:00+08:00,2026-07-10T02:47:00+00:00,1.56,1.57,1.56,1.56,476000.0,1.564,11
2026-07-10T10:48:00+08:00,2026-07-10T02:48:00+00:00,1.56,1.57,1.56,1.56,68000.0,1.563,4
2026-07-10T10:49:00+08:00,2026-07-10T02:49:00+00:00,1.57,1.57,1.56,1.57,172000.0,1.568,6
2026-07-10T10:50:00+08:00,2026-07-10T02:50:00+00:00,1.57,1.57,1.57,1.57,1108000.0,1.57,5
2026-07-10T10:51:00+08:00,2026-07-10T02:51:00+00:00,1.57,1.58,1.57,1.58,80000.0,1.5795,4
2026-07-10T10:52:00+08:00,2026-07-10T02:52:00+00:00,1.58,1.58,1.58,1.58,464000.0,1.58,8
2026-07-10T10:53:00+08:00,2026-07-10T02:53:00+00:00,1.58,1.58,1.58,1.58,92000.0,1.58,7
2026-07-10T10:54:00+08:00,2026-07-10T02:54:00+00:00,1.58,1.58,1.58,1.58,132000.0,1.58,6
2026-07-10T10:55:00+08:00,2026-07-10T02:55:00+00:00,1.58,1.58,1.58,1.58,488000.0,1.58,5
2026-07-10T10:56:00+08:00,2026-07-10T02:56:00+00:00,1.58,1.58,1.58,1.58,8000.0,1.58,2
2026-07-10T10:57:00+08:00,2026-07-10T02:57:00+00:00,1.57,1.57,1.57,1.57,1004000.0,1.57,1
2026-07-10T10:58:00+08:00,2026-07-10T02:58:00+00:00,1.57,1.57,1.57,1.57,28000.0,1.57,2
2026-07-10T10:59:00+08:00,2026-07-10T02:59:00+00:00,1.56,1.57,1.56,1.57,76000.0,1.5615,4
2026-07-10T11:00:00+08:00,2026-07-10T03:00:00+00:00,1.57,1.57,1.56,1.56,1432000.0,1.56,7
2026-07-10T11:01:00+08:00,2026-07-10T03:01:00+00:00,1.56,1.56,1.56,1.56,88000.0,1.56,3
2026-07-10T11:02:00+08:00,2026-07-10T03:02:00+00:00,1.56,1.56,1.55,1.55,64000.0,1.554,3
2026-07-10T11:03:00+08:00,2026-07-10T03:03:00+00:00,1.56,1.56,1.56,1.56,228000.0,1.56,5
2026-07-10T11:04:00+08:00,2026-07-10T03:04:00+00:00,1.56,1.56,1.56,1.56,236000.0,1.56,4
2026-07-10T11:05:00+08:00,2026-07-10T03:05:00+00:00,1.56,1.56,1.56,1.56,96000.0,1.56,4
2026-07-10T11:06:00+08:00,2026-07-10T03:06:00+00:00,1.56,1.56,1.55,1.56,76000.0,1.5575,3
2026-07-10T11:07:00+08:00,2026-07-10T03:07:00+00:00,1.56,1.56,1.55,1.56,1848000.0,1.56,7
2026-07-10T11:08:00+08:00,2026-07-10T03:08:00+00:00,1.57,1.57,1.57,1.57,340000.0,1.57,2
2026-07-10T11:09:00+08:00,2026-07-10T03:09:00+00:00,1.57,1.57,1.57,1.57,100000.0,1.57,1
2026-07-10T11:10:00+08:00,2026-07-10T03:10:00+00:00,1.57,1.57,1.57,1.57,0.0,1.57,0
2026-07-10T11:11:00+08:00,2026-07-10T03:11:00+00:00,1.57,1.57,1.56,1.56,256000.0,1.561,5
2026-07-10T11:12:00+08:00,2026-07-10T03:12:00+00:00,1.57,1.57,1.57,1.57,4000.0,1.57,1
2026-07-10T11:13:00+08:00,2026-07-10T03:13:00+00:00,1.57,1.57,1.57,1.57,72000.0,1.57,1
2026-07-10T11:14:00+08:00,2026-07-10T03:14:00+00:00,1.57,1.57,1.56,1.57,312000.0,1.5605,5
2026-07-10T11:15:00+08:00,2026-07-10T03:15:00+00:00,1.57,1.57,1.57,1.57,12000.0,1.57,1
